Nome,Depth,i,Seed,Melhor_fitness,Numero_de_comparacoes,Tempo_para_encontrar_melhor_solucao,Tempo_total,Timed_out
four,11,27,7914823056,35,557252,26674,28669,false
four,11,28,1258360497,36,31348,1318,28247,false
four,11,29,7965023841,36,37839,1755,28237,false
four,13,1,4105328976,39,81992,4077,30131,false
four,13,1,6370951248,37,413290,21528,31757,false
four,13,2,9431657082,37,364517,18630,31787,false
four,13,3,1874029365,37,384622,19450,30324,false
four,13,4,5691784320,36,568626,31600,32897,false
four,13,5,8392760514,36,185878,8998,29804,false
four,13,6,4612780539,37,474571,25875,31955,false
four,13,7,8261384957,38,469943,26114,34021,false
four,13,8,2463075891,37,560309,28701,31050,false
four,13,9,9135874206,36,458739,23812,30632,false
four,13,10,7095231486,37,429510,20134,28484,false
four,13,11,9842301657,36,115582,6793,30510,false
four,13,12,2196735084,37,198071,10070,31649,false
four,13,13,9067852413,36,78864,4113,29822,false
four,13,14,2405681973,37,10993,687,30137,false
four,13,15,2738495106,37,554131,27629,31061,false
four,13,16,1069782534,36,276457,13422,30758,false
four,13,17,3018795246,36,521325,26811,30508,false
four,13,18,1736058429,36,551788,31111,33974,false
four,13,19,6087432195,37,456500,25022,33131,false
four,13,20,4925731068,36,110741,6240,31102,false
four,13,21,3486027915,37,591255,29493,30063,false
four,13,22,6941372580,36,276201,13270,28740,false
four,13,23,1068243795,36,471126,24055,31100,false
four,13,24,1764028593,37,418182,21312,30392,false
four,13,25,3857069214,38,439799,21206,29725,false
four,13,26,9125784630,37,119581,6405,29324,false
four,13,27,7914823056,37,392881,20465,31075,false
four,13,28,1258360497,37,427742,22684,30745,false
four,13,29,7965023841,36,331168,16662,30130,false
four,15,1,4105328976,36,467431,23858,30642,false
four,15,1,6370951248,35,18352,975,30825,false
four,15,2,9431657082,36,347778,18113,31606,false
four,15,3,1874029365,36,405465,21231,31059,false
four,15,4,5691784320,36,327583,18273,32155,false
four,15,5,8392760514,37,87962,5783,32816,false
four,15,6,4612780539,36,242939,14036,34266,false
four,15,7,8261384957,36,76042,4433,31452,false
four,15,8,2463075891,37,67805,3974,33167,false
