Nome,Depth,i,Melhor_solucao,Melhor_fitness,Numero_de_comparacoes,Tempo_para_encontrar_melhor_solucao,Tempo_total,Timed_out
aman-aplan,7,20,x|oo|^k|et$|^r|urd|d$,36,123819,9651,43227,false
aman-aplan,7,21,oo|^h|x|^r|d$|v|^m|^k|^t,36,309966,21136,40865,false
aman-aplan,7,22,x|la|^t|^k|^r|v|d|n^x|o[^ly]$,36,447600,28945,38424,false
aman-aplan,7,23,ex|d$|rd|^x|oo|ev|^k|^r|^t|^o$,37,55408,4560,41268,false
aman-aplan,7,24,ic|^r|^k|e[^r]$,35,559830,36922,40203,false
aman-aplan,7,25,^x|x|d$|ev|^m|^k|^t|^r|oo|ll[^ed],38,195990,15294,41116,false
aman-aplan,7,26,^r|oo|e[^ry]$|[^nd]k,36,509581,35511,41434,false
aman-aplan,7,27,^k|oo|^r|e[^ry]$,36,475907,34323,41483,false
aman-aplan,7,28,^n|x|d$|ev|^m|^t|^r|^k|fd|c$,36,383001,26812,40749,false
aman-aplan,7,29,nhld|^r|ic|^k|e[^ry]$,35,302530,21109,45056,false
aman-aplan,7,30,^k|e[^ry]$|^r|oo,36,63357,5071,44394,false
aman-aplan,8,1,^m|x|ic$|ev|^t|d$|^r|^k,36,169837,13222,46642,false
aman-aplan,8,2,x|^k|oo|^r|^t|^m|d$|c$,37,542155,38321,42890,false
