Nome,Depth,i,seed,Melhor_solucao,Melhor_solucao_shrunk,Melhor_fitness,Maximo_fitness,Matches_on_left,Matches_on_right,Numero_de_comparacoes,Numero_total_de_comparacoes,Tempo_para_encontrar_melhor_solucao,Tempo_total,Timed_out
anchors,5,14,3404588599,k$,k$,208,210,21,0,4228,500000,1192,61907,false
warmup,5,17,2805026820,foo,foo,207,210,21,0,3217,500000,954,52983,false
ranges,5,13,2492462788,^[a-f]*$,^[a-f]*$,202,210,21,0,48967,500000,7840,55690,false
backrefs,5,7,2767986875,^[^wcng][d-v][c-t]..[^k],^[^cgnw][d-v][c-t]..k,116,210,15,1,435900,500000,56627,67233,false
anchors,5,15,2330977742,k$,k$,208,210,21,0,388493,500000,43573,55835,false
warmup,5,18,4323456912,foo,foo,207,210,21,0,4193,500000,1268,52574,false
ranges,5,14,3404588599,^[a-f]*$,^[a-f]*$,202,210,21,0,64074,500000,8983,54673,false
warmup,5,19,8361101999,foo,foo,207,210,21,0,44752,500000,6939,51010,false
anchors,5,16,6361187489,k$,k$,208,210,21,0,22758,500000,4410,59473,false
backrefs,5,8,3141506592,^[^nh].[d-t][a-u]+.[o-t],^[^hn].[d-t][a-u]+.[o-t],146,210,19,2,490839,500000,68122,70334,false
ranges,5,15,2330977742,^[a-f]*$,^[a-f]*$,202,210,21,0,10548,500000,2514,58387,false
warmup,5,20,9935136846,foo,foo,207,210,21,0,6336,500000,1698,55080,false
anchors,5,17,2805026820,k$,k$,208,210,21,0,76880,500000,10784,57395,false
backrefs,5,9,3313543896,[e-h]p*[a-u][a-t][^s][f-y],[e-h]p*[a-u][a-t][^s][f-y],124,210,17,2,226116,500000,32187,70215,false
ranges,5,16,6361187489,^[a-f]*$,^[a-f]*$,202,210,21,0,17036,500000,3201,56900,false
warmup,5,21,5217407358,foo,foo,207,210,21,0,25336,500000,4399,53959,false
anchors,5,18,4323456912,k$,k$,208,210,21,0,97855,500000,11904,64130,false
backrefs,5,10,8657690939,^[^kdgw][^ocy][d-t],^[^dgkw][^coy][d-t],131,210,18,3,27756,500000,4797,73446,false
warmup,5,22,5619256299,foo,foo,207,210,21,0,4601,500000,1454,55810,false
ranges,5,17,2805026820,^[a-f]*$,^[a-f]*$,202,210,21,0,28956,500000,5389,58460,false
anchors,5,19,8361101999,k$,k$,208,210,21,0,4,500000,50,61379,false
backrefs,5,11,9696640194,[g-t][b-u].[o-v][b-y],[g-t][b-u].[o-v][b-y],129,210,17,2,349127,500000,49716,62667,false
warmup,5,23,4560422870,f.o,f.o,207,210,21,0,61230,500000,10353,58482,false
ranges,5,18,4323456912,^[a-f]*$,^[a-f]*$,202,210,21,0,33348,500000,5657,59406,false
anchors,5,20,9935136846,k$,k$,208,210,21,0,1,500000,51,58590,false
warmup,5,24,5236888092,foo,foo,207,210,21,0,3215,500000,1073,53437,false
ranges,5,19,8361101999,^[a-f]*$,^[a-f]*$,202,210,21,0,24937,500000,4287,57582,false
backrefs,5,12,6621545651,^a*[^nk][a-u][d-t][o-u]*[a-i],^a*[^kn][a-u][d-t][o-u]*[a-i],151,210,20,2,166018,500000,29305,71410,false
anchors,5,21,5217407358,k$,k$,208,210,21,0,234714,500000,29254,59764,false
warmup,5,25,1337360711,foo,foo,207,210,21,0,8684,500000,2055,55650,false
ranges,5,20,9935136846,^[a-f]*$,^[a-f]*$,202,210,21,0,14767,500000,2920,58616,false
backrefs,5,13,2492462788,^[^ndg].[d-t].*[t-y],^[^dgn].[d-t].*[t-y],130,210,17,2,424266,500000,65894,77641,false
anchors,5,22,5619256299,k$,k$,208,210,21,0,355254,500000,41402,56457,false
warmup,5,26,7659837985,f.o,f.o,207,210,21,0,4479,500000,1360,60141,false
ranges,5,21,5217407358,^[a-f]*$,^[a-f]*$,202,210,21,0,82423,500000,11584,57571,false
anchors,5,23,4560422870,k$,k$,208,210,21,0,205804,500000,24443,59226,false
backrefs,5,14,3404588599,^[a-t]*.?[h-t][b-u].[o-y].*,^[a-t]*.?[h-t][b-u].[o-y].*,123,210,18,3,456469,500000,71950,80240,false
warmup,5,27,2521100877,foo,foo,207,210,21,0,3193,500000,972,61133,false
ranges,5,22,5619256299,^[a-f]*$,^[a-f]*$,202,210,21,0,8900,500000,2518,60892,false
anchors,5,24,5236888092,k$,k$,208,210,21,0,73141,500000,11386,57024,false
warmup,5,28,8801535107,foo,foo,207,210,21,0,3192,500000,962,58782,false
backrefs,5,15,2330977742,[e-y].[e-h][^le][a-t],[e-y].[e-h][^el][a-t],129,210,16,1,342438,500000,54110,77420,false
ranges,5,23,4560422870,^[a-f]*$,^[a-f]*$,202,210,21,0,52588,500000,8586,59955,false
anchors,5,25,1337360711,k$,k$,208,210,21,0,3704,500000,1301,57972,false
warmup,5,29,9651599436,foo,foo,207,210,21,0,4103,500000,1223,56904,false
backrefs,5,16,6361187489,[^w][efg].[a-t],w[efg].[a-t],115,210,15,2,166875,500000,27200,71028,false
ranges,5,24,5236888092,^[a-f]*$,^[a-f]*$,202,210,21,0,21820,500000,4134,58830,false
anchors,5,26,7659837985,k$,k$,208,210,21,0,55910,500000,7530,61667,false
warmup,5,1,2967301147,foo,foo,207,210,21,0,3241,600000,1098,66540,false
ranges,5,25,1337360711,^[a-f]*$,^[a-f]*$,202,210,21,0,14019,500000,2944,58363,false
backrefs,5,17,2805026820,[e-h][a-u][a-t].[f-y],[e-h][a-u][a-t].[f-y],119,210,17,3,328384,500000,42736,63015,false
anchors,5,27,2521100877,k$,k$,208,210,21,0,49060,500000,7308,57258,false
warmup,5,1,5600405384,foo,foo,207,210,21,0,2817,600000,912,66910,false
ranges,5,26,7659837985,^[a-f]*$,^[a-f]*$,202,210,21,0,203201,500000,25931,57005,false
backrefs,5,18,4323456912,[d-m][b-u][a-r]*[tuv],[d-m][b-u][a-r]*[tuv],109,210,15,2,318656,500000,39612,63430,false
anchors,5,28,8801535107,k$,k$,208,210,21,0,219344,500000,28736,60348,false
ranges,5,27,2521100877,^[a-f]*$,^[a-f]*$,202,210,21,0,64818,500000,10257,57447,false
warmup,5,2,1632819610,foo,foo,207,210,21,0,37382,600000,6264,73370,false
anchors,5,29,9651599436,k$,k$,208,210,21,0,239379,500000,29639,57346,false
backrefs,5,19,8361101999,[e-h][^ld][a-t].[b-u],[e-h][^dl][a-t].[b-u],129,210,17,2,81876,500000,13647,64346,false
ranges,5,28,8801535107,^[a-f]*$,^[a-f]*$,202,210,21,0,21276,500000,4171,56530,false
warmup,5,3,1412034944,foo,foo,207,210,21,0,3675,600000,1464,67091,false
backrefs,5,20,9935136846,[e-t][b-u].[o-v][e-y],[e-t][b-u].[o-v][e-y],129,210,18,3,95047,500000,13743,64141,false
anchors,5,1,2967301147,k$,k$,208,210,21,0,58709,600000,8857,71399,false
ranges,5,29,9651599436,^[a-f]*$,^[a-f]*$,202,210,21,0,7066,500000,1801,57425,false
warmup,5,4,9724161943,f.o,f.o,207,210,21,0,5797,600000,1522,66274,false
backrefs,5,21,5217407358,[a-t][b-u][^cy][c-t][^ksd].$,[a-t][b-u][^cy][c-t][^dks].$,142,210,19,2,481336,500000,66563,70348,false
anchors,5,1,5600405384,k$,k$,208,210,21,0,5358,600000,1534,73595,false
ranges,5,1,2967301147,^[a-f]*$,^[a-f]*$,202,210,21,0,94680,600000,12930,65952,false
warmup,5,5,4037724866,foo,foo,207,210,21,0,4133,600000,1294,69720,false
backrefs,5,22,5619256299,[e-u][e-t].[e-v][l-y].,[e-u][e-t].[e-v][l-y].,118,210,17,3,132480,500000,17366,70562,false
anchors,5,2,1632819610,k$,k$,208,210,21,0,169604,600000,21310,72214,false
ranges,5,1,5600405384,^[a-f]*$,^[a-f]*$,202,210,21,0,17915,600000,3230,72094,false
warmup,5,6,8370032799,foo,foo,207,210,21,0,72634,600000,9361,67925,false
backrefs,5,23,4560422870,[^w][e-h].[^z][^kmpz],w[e-h].z[^kmpz],139,210,18,2,479946,500000,67155,70693,false
anchors,5,3,1412034944,k$,k$,208,210,21,0,214083,600000,25968,70174,false
ranges,5,2,1632819610,^[a-f]*$,^[a-f]*$,202,210,21,0,21615,600000,4039,69707,false
warmup,5,7,2767986875,foo,foo,207,210,21,0,2331,600000,821,66303,false
backrefs,5,24,5236888092,[e-h][a-u][a-t][^s][f-y],[e-h][a-u][a-t]s[f-y],126,210,17,2,222424,500000,31906,70537,false
anchors,5,4,9724161943,k$,k$,208,210,21,0,329764,600000,41403,72673,false
ranges,5,3,1412034944,^[a-f]*$,^[a-f]*$,202,210,21,0,156653,600000,21101,70767,false
warmup,5,8,3141506592,foo,foo,207,210,21,0,4134,600000,1303,67041,false
backrefs,5,25,1337360711,[^upd][b-u][a-h][l-y][h-u],[^dpu][b-u][a-h][l-y][h-u],114,210,15,1,49141,500000,8308,67367,false
anchors,5,5,4037724866,k$,k$,208,210,21,0,95442,600000,12439,69176,false
warmup,5,9,3313543896,foo,foo,207,210,21,0,3243,600000,1052,63452,false
ranges,5,4,9724161943,^[a-f]*$,^[a-f]*$,202,210,21,0,64285,600000,10549,71348,false
backrefs,5,26,7659837985,g?[f-t][b-r][a-u][l-v],g?[f-t][b-r][a-u][l-v],108,210,19,6,90180,500000,14933,66761,false
anchors,5,6,8370032799,k$,k$,208,210,21,0,14766,600000,2716,70386,false
warmup,5,10,8657690939,foo,foo,207,210,21,0,11619,600000,2492,69988,false
ranges,5,5,4037724866,^[a-f]*$,^[a-f]*$,202,210,21,0,87076,600000,12313,69109,false
backrefs,5,27,2521100877,[^gr][tgmu][d-s]{2},[^gr][gmtu][d-s]{2},131,210,16,1,40239,500000,6207,61620,false
anchors,5,7,2767986875,k$,k$,208,210,21,0,1590,600000,586,69212,false
warmup,5,11,9696640194,foo,foo,207,210,21,0,3676,600000,1151,65744,false
ranges,5,6,8370032799,^[a-f]*$,^[a-f]*$,202,210,21,0,61363,600000,9651,68696,false
backrefs,5,28,8801535107,[a-u][a-l].[m-r][^gz],[a-u][a-l].[m-r][^gz],129,210,18,3,199053,500000,32198,74366,false
anchors,5,8,3141506592,k$,k$,208,210,21,0,260889,600000,30775,70441,false
warmup,5,12,6621545651,foo,foo,207,210,21,0,9832,600000,2017,64926,false
ranges,5,7,2767986875,^[a-f]*$,^[a-f]*$,202,210,21,0,14829,600000,3353,70806,false
backrefs,5,29,9651599436,[e-h][bc]?[e-u][a-t].[l-y],[e-h][bc]?[e-u][a-t].[l-y],124,210,15,0,339294,500000,48362,69692,false
anchors,5,9,3313543896,k$,k$,208,210,21,0,2657,600000,883,70898,false
warmup,5,13,2492462788,foo,foo,207,210,21,0,7631,600000,1876,64491,false
ranges,5,8,3141506592,^[a-f]*$,^[a-f]*$,202,210,21,0,4606,600000,1486,70028,false
backrefs,5,1,2967301147,[^cw][e-h].[a-t].,[^cw][e-h].[a-t].,123,210,16,2,59527,600000,8892,76844,false
anchors,5,10,8657690939,k$,k$,208,210,21,0,14016,600000,2920,73489,false
warmup,5,14,3404588599,foo,foo,207,210,21,0,2790,600000,965,67447,false
ranges,5,9,3313543896,^[a-f]*$,^[a-f]*$,202,210,21,0,35206,600000,6543,72002,false
backrefs,5,1,5600405384,^[^gdnkw][a-u][d-t],^[^dgknw][a-u][d-t],121,210,19,5,138761,600000,20641,82114,false
anchors,5,11,9696640194,k$,k$,208,210,21,0,101171,600000,13088,71474,false
warmup,5,15,2330977742,foo,foo,207,210,21,0,3275,600000,1034,64754,false
ranges,5,10,8657690939,^[a-f]*$,^[a-f]*$,202,210,21,0,68821,600000,9654,70258,false
anchors,5,12,6621545651,k$,k$,208,210,21,0,195738,600000,24516,66173,false
warmup,5,16,6361187489,foo,foo,207,210,21,0,3223,600000,1079,67023,false
backrefs,5,2,1632819610,^[a-t]+[b-r][a-o][l-v][^zuc],^[a-t]+[b-r][a-o][l-v][^cuz],112,210,16,2,489295,600000,70214,89400,false
ranges,5,11,9696640194,^[a-f]*$,^[a-f]*$,202,210,21,0,14352,600000,3015,71315,false
anchors,5,13,2492462788,k$,k$,208,210,21,0,57104,600000,7623,68098,false
warmup,5,17,2805026820,foo,foo,207,210,21,0,3217,600000,1080,66979,false
backrefs,5,3,1412034944,[^w][efg].[a-t],w[efg].[a-t],115,210,15,2,21323,600000,4209,76637,false
ranges,5,12,6621545651,^[a-f]*$,^[a-f]*$,202,210,21,0,51740,600000,8095,69916,false
warmup,5,18,4323456912,foo,foo,207,210,21,0,4193,600000,1280,64021,false
anchors,5,14,3404588599,k$,k$,208,210,21,0,4228,600000,1294,74641,false
backrefs,5,4,9724161943,[^oh[bc]]*[b-o].[m-r].,[^\[bcho]\]*[b-o].[m-r].,128,210,17,2,268752,600000,40483,87237,false
ranges,5,13,2492462788,^[a-f]*$,^[a-f]*$,202,210,21,0,48967,600000,7727,65991,false
warmup,5,19,8361101999,foo,foo,207,210,21,0,44752,600000,6777,61570,false
anchors,5,15,2330977742,k$,k$,208,210,21,0,388493,600000,43691,69822,false
backrefs,5,5,4037724866,c*s*[l-v][e-l].[l-t],c*s*[l-v][e-l].[l-t],120,210,15,1,541788,600000,70575,78167,false
ranges,5,14,3404588599,^[a-f]*$,^[a-f]*$,202,210,21,0,64074,600000,10041,67370,false
warmup,5,20,9935136846,foo,foo,207,210,21,0,6336,600000,1733,67587,false
anchors,5,16,6361187489,k$,k$,208,210,21,0,22758,600000,4519,70973,false
backrefs,5,6,8370032799,[e-h][a-u][a-t][^s][f-y],[e-h][a-u][a-t][^s][f-y],126,210,17,2,107071,600000,15627,72334,false
warmup,5,21,5217407358,foo,foo,207,210,21,0,25336,600000,4687,65158,false
ranges,5,15,2330977742,^[a-f]*$,^[a-f]*$,202,210,21,0,10548,600000,2733,70601,false
anchors,5,17,2805026820,k$,k$,208,210,21,0,76880,600000,10563,69472,false
warmup,5,22,5619256299,foo,foo,207,210,21,0,4601,600000,1443,69582,false
ranges,5,16,6361187489,^[a-f]*$,^[a-f]*$,202,210,21,0,17036,600000,3212,67551,false
backrefs,5,7,2767986875,^[^wcng][d-v][c-t]..[^k],^[^cgnw][d-v][c-t]..k,116,210,15,1,435900,600000,59320,83985,false
anchors,5,18,4323456912,k$,k$,208,210,21,0,97855,600000,12472,77264,false
warmup,5,23,4560422870,f.o,f.o,207,210,21,0,61230,600000,9976,67479,false
ranges,5,17,2805026820,^[a-f]*$,^[a-f]*$,202,210,21,0,28956,600000,5479,68657,false
anchors,5,19,8361101999,k$,k$,208,210,21,0,4,600000,67,69065,false
backrefs,5,8,3141506592,^[^nh].[d-t][a-u]+.[o-t],^[^hn].[d-t][a-u]+.[o-t],146,210,19,2,490839,600000,66783,86402,false
warmup,5,24,5236888092,foo,foo,207,210,21,0,3215,600000,1054,64762,false
ranges,5,18,4323456912,^[a-f]*$,^[a-f]*$,202,210,21,0,33348,600000,5400,71277,false
anchors,5,20,9935136846,k$,k$,208,210,21,0,1,600000,54,68993,false
backrefs,5,9,3313543896,[e-h]p*[a-u][a-t][^s][f-y],[e-h]p*[a-u][a-t][^s][f-y],124,210,17,2,226116,600000,32840,85955,false
warmup,5,25,1337360711,foo,foo,207,210,21,0,8684,600000,2144,65999,false
ranges,5,19,8361101999,^[a-f]*$,^[a-f]*$,202,210,21,0,24937,600000,4400,68962,false
anchors,5,21,5217407358,k$,k$,208,210,21,0,234714,600000,30644,72033,false
warmup,5,26,7659837985,f.o,f.o,207,210,21,0,4479,600000,1278,69833,false
backrefs,5,10,8657690939,^[^kdgw][^ocy][d-t],^[^dgkw][^coy][d-t],131,210,18,3,27756,600000,4963,91409,false
ranges,5,20,9935136846,^[a-f]*$,^[a-f]*$,202,210,21,0,14767,600000,2931,69693,false
anchors,5,22,5619256299,k$,k$,208,210,21,0,355254,600000,41851,69056,false
warmup,5,27,2521100877,foo,foo,207,210,21,0,3193,600000,1017,70203,false
backrefs,5,11,9696640194,[g-t][b-u].[o-v][b-y],[g-t][b-u].[o-v][b-y],129,210,17,2,349127,600000,48920,76116,false
ranges,5,21,5217407358,^[a-f]*$,^[a-f]*$,202,210,21,0,82423,600000,12287,68631,false
anchors,5,23,4560422870,k$,k$,208,210,21,0,205804,600000,24622,69428,false
warmup,5,28,8801535107,foo,foo,207,210,21,0,3192,600000,982,69475,false
backrefs,5,12,6621545651,^a*[^nk][a-u][d-t][o-u]*[a-i],^a*[^kn][a-u][d-t][o-u]*[a-i],151,210,20,2,166018,600000,29680,87015,false
anchors,5,24,5236888092,k$,k$,208,210,21,0,73141,600000,11341,67157,false
ranges,5,22,5619256299,^[a-f]*$,^[a-f]*$,202,210,21,0,8900,600000,2472,70008,false
warmup,5,29,9651599436,foo,foo,207,210,21,0,4103,600000,1282,69418,false
anchors,5,25,1337360711,k$,k$,208,210,21,0,3704,600000,1190,68480,false
ranges,5,23,4560422870,^[a-f]*$,^[a-f]*$,202,210,21,0,52588,600000,8771,70211,false
abba,5,1,2967301147,[^aton][tu],[^anot][tu],139,210,16,1,45883,300000,6651,35374,false
backrefs,5,13,2492462788,^[^ndg].[d-t].*[t-y],^[^dgn].[d-t].*[t-y],130,210,17,2,424266,600000,63870,86049,false
abba,5,1,5600405384,[^aton][tu],[^anot][tu],139,210,16,1,14039,300000,3688,36801,false
anchors,5,26,7659837985,k$,k$,208,210,21,0,55910,600000,8390,73400,false
ranges,5,24,5236888092,^[a-f]*$,^[a-f]*$,202,210,21,0,21820,600000,4390,68048,false
abba,5,2,1632819610,[^ntoa][tu],[^anot][tu],139,210,16,1,38142,300000,6050,35545,false
backrefs,5,14,3404588599,^[a-t]*.?[h-t][b-u].[o-y].*,^[a-t]*.?[h-t][b-u].[o-y].*,123,210,18,3,456469,600000,70631,90017,false
abba,5,3,1412034944,[p-y].[d-l][^lrfs],[p-y].[d-l][^flrs],142,210,17,1,57790,300000,8841,39339,false
anchors,5,27,2521100877,k$,k$,208,210,21,0,49060,600000,7749,68705,false
ranges,5,25,1337360711,^[a-f]*$,^[a-f]*$,202,210,21,0,14019,600000,3268,69970,false
abba,5,4,9724161943,[^ntoa][tu],[^anot][tu],139,210,16,1,50241,300000,8082,39844,false
backrefs,5,15,2330977742,[e-y].[e-h][^le][a-t],[e-y].[e-h][^el][a-t],129,210,16,1,342438,600000,53745,89784,false
abba,5,5,4037724866,[^aton][tu],[^anot][tu],139,210,16,1,15485,300000,3040,37454,false
anchors,5,28,8801535107,k$,k$,208,210,21,0,219344,600000,28712,71496,false
ranges,5,26,7659837985,^[a-f]*$,^[a-f]*$,202,210,21,0,203201,600000,25712,68103,false
abba,5,6,8370032799,[^aton][tu],[^anot][tu],139,210,16,1,69119,300000,9522,37374,false
backrefs,5,16,6361187489,[a-s][tfpgm].[i-u],[a-s][fgmpt].[i-u],122,210,17,3,518357,600000,72637,82687,false
abba,5,7,2767986875,^[^ocg]+[b-s]*[tu],^[^cgo]+[b-s]*[tu],152,210,18,1,65222,300000,9855,41068,false
anchors,5,29,9651599436,k$,k$,208,210,21,0,239379,600000,29780,70212,false
ranges,5,27,2521100877,^[a-f]*$,^[a-f]*$,202,210,21,0,64818,600000,9474,68356,false
abba,5,8,3141506592,[^aton][tu],[^anot][tu],139,210,16,1,22412,300000,3706,38062,false
aman-aplan,5,1,2967301147,^[^npmy]*$,^[^mnpy]*$,140,190,15,0,284804,300000,38106,40543,false
backrefs,5,17,2805026820,[e-h][a-u][a-t].[f-y],[e-h][a-u][a-t].[f-y],119,210,17,3,328384,600000,43999,76348,false
abba,5,9,3313543896,[^aton][tu],[^anot][tu],139,210,16,1,49613,300000,8690,39931,false
ranges,5,28,8801535107,^[a-f]*$,^[a-f]*$,202,210,21,0,21276,600000,3830,68072,false
aman-aplan,5,1,5600405384,^[^uphn]*[^y]\b,^[^hnpu]*y\b,125,190,14,0,273563,300000,35640,39497,false
abba,5,10,8657690939,[^ntoa][tu],[^anot][tu],139,210,16,1,43258,300000,7264,40254,false
aman-aplan,5,2,1632819610,[k-x][a-o].$,[k-x][a-o].$,118,190,14,1,63827,300000,8736,41150,false
backrefs,5,18,4323456912,[f-t][b-t][a-u][o-v],[f-t][b-t][a-u][o-v],120,210,18,4,504259,600000,63488,76349,false
ranges,5,29,9651599436,^[a-f]*$,^[a-f]*$,202,210,21,0,7066,600000,1842,66588,false
abba,5,11,9696640194,[^aton][tu],[^anot][tu],139,210,16,1,12075,300000,2649,35624,false
aman-aplan,5,3,1412034944,[k-x].[^d]$,[k-x].d$,109,190,15,3,299816,300000,38207,38235,false
prime,5,1,2967301147,^x{5}$,^x{5}$,9,300,1,0,273,300000,208,14198,false
prime,5,1,5600405384,^xx$,^xx$,11,300,1,0,341,300000,222,13841,false
abba,5,12,6621545651,[^onta][tu],[^anot][tu],139,210,16,1,155744,300000,19866,37854,false
prime,5,2,1632819610,[^x],x,-4,300,0,0,124,300000,123,14220,false
aman-aplan,5,4,9724161943,^[^pnmy]*$,^[^mnpy]*$,140,190,15,0,162602,300000,21834,39257,false
prime,5,3,1412034944,[^x],x,-4,300,0,0,127,300000,128,14265,false
backrefs,5,19,8361101999,[e-h][^ld][a-t].[b-u],[e-h][^dl][a-t].[b-u],129,210,17,2,81876,600000,13290,79428,false
abba,5,13,2492462788,[^otan][tu],[^anot][tu],139,210,16,1,57694,300000,7584,36675,false
prime,5,4,9724161943,^x?xx$,^x?xx$,24,300,2,0,700,300000,378,14532,false
aman-aplan,5,5,4037724866,[k-x][^r].$,[k-x]r.$,119,190,15,2,180451,300000,25154,40982,false
prime,5,5,4037724866,[^x],x,-4,300,0,0,146,300000,142,14614,false
prime,5,6,8370032799,^xx$,^xx$,11,300,1,0,618,300000,391,14019,false
abba,5,14,3404588599,[b-t][tzhuv],[b-t][hz],148,210,21,5,100201,300000,15303,39807,false
prime,5,7,2767986875,^x?xx$,^x?xx$,24,300,2,0,628,300000,347,14488,false
aman-aplan,5,6,8370032799,[a-l][^iua][k-t]*.[^y]$,[a-l][^aiu][k-t]*.y$,147,190,18,1,152512,300000,23049,44917,false
backrefs,5,20,9935136846,[e-t][b-u].[o-v][e-y],[e-t][b-u].[o-v][e-y],129,210,18,3,95047,600000,14070,78798,false
prime,5,8,3141506592,[^x],x,-4,300,0,0,146,300000,217,14141,false
abba,5,15,2330977742,[f-t][bhu],[f-t][bhu],160,210,17,0,201498,300000,25990,37493,false
prime,5,9,3313543896,^x?xx\b,^x?xx\b,23,300,2,0,195,300000,160,14660,false
aman-aplan,5,7,2767986875,[k-x][a-o].$,[k-x][a-o].$,118,190,14,1,48108,300000,6863,39737,false
prime,5,10,8657690939,[^x],x,-4,300,0,0,75,300000,98,13720,false
abba,5,16,6361187489,[^onat][tu],[^anot][tu],139,210,16,1,220151,300000,26839,36291,false
prime,5,11,9696640194,^x?xx$,^x?xx$,24,300,2,0,109,300000,92,13963,false
prime,5,12,6621545651,^x?xx$,^x?xx$,24,300,2,0,3914,300000,1190,14546,false
aman-aplan,5,8,3141506592,^[h-t][a-o][^mh]*[g-t]$,^[h-t][a-o][^hm]*[g-t]$,127,190,15,0,215236,300000,28284,41103,false
abba,5,17,2805026820,[^ntoa][tu],[^anot][tu],139,210,16,1,158930,300000,18708,35232,false
backrefs,5,21,5217407358,[a-t][b-u][^cy][c-t][^ksd].$,[a-t][b-u][^cy][c-t][^dks].$,142,210,19,2,481336,600000,67913,87584,false
prime,5,13,2492462788,^xx?.$,^xx?.$,24,300,2,0,909,300000,548,15037,false
prime,5,14,3404588599,^x?xx$,^x?xx$,24,300,2,0,180,300000,132,13596,false
aman-aplan,5,9,3313543896,^[a-t][d-o][^funl],^[a-t][d-o][^flnu],112,190,15,2,228755,300000,30241,37439,false
abba,5,18,4323456912,[^aton][tu],[^anot][tu],139,210,16,1,22311,300000,3932,39587,false
prime,5,15,2330977742,^x?xx$,^x?xx$,24,300,2,0,732,300000,339,14678,false
prime,5,16,6361187489,[^x],x,-4,300,0,0,113,300000,114,13337,false
prime,5,17,2805026820,^x?xx$,^x?xx$,24,300,2,0,88,300000,86,13825,false
aman-aplan,5,10,8657690939,^.[d-o]*[^snlom]*.r*$,^.[d-o]*[^s]*.r*$,149,190,18,1,134997,300000,24432,47461,false
abba,5,19,8361101999,[^aton][tu],[^anot][tu],139,210,16,1,14828,300000,2991,36151,false
backrefs,5,22,5619256299,^[^kdngw][a-u][d-t],^[^dgknw][a-u][d-t],121,210,19,5,554589,600000,76748,83448,false
prime,5,18,4323456912,^xx?x$,^xx?x$,24,300,2,0,1784,300000,808,15185,false
prime,5,19,8361101999,^xx$,^xx$,11,300,1,0,47,300000,79,13435,false
abba,5,20,9935136846,[^onta][tu]g*,[^anot][tu]g*,137,210,16,1,241805,300000,28357,35189,false
aman-aplan,5,11,9696640194,[n-x][b-o].$,[n-x][b-o].$,108,190,12,0,242757,300000,31483,38315,false
prime,5,20,9935136846,^x?.x$,^x?.x$,24,300,2,0,1204,300000,544,14732,false
prime,5,21,5217407358,[^x],x,-4,300,0,0,175,300000,157,13542,false
abba,5,21,5217407358,[^aton][tu],[^anot][tu],139,210,16,1,18862,300000,3620,32854,false
aman-aplan,5,12,6621545651,[k-x]r*[a-o].$,[k-x]r*[a-o].$,116,190,14,1,195511,300000,25385,41690,false
prime,5,22,5619256299,[^x],x,-4,300,0,0,182,300000,156,14317,false
backrefs,5,23,4560422870,[^w][e-h].[^z][^kmpz],w[e-h].z[^kmpz],139,210,18,2,479946,600000,67198,85250,false
prime,5,23,4560422870,\W,\W,-2,300,0,0,262,300000,201,14191,false
abba,5,22,5619256299,[^aton][tu],[^anot][tu],139,210,16,1,60397,300000,8822,37376,false
prime,5,24,5236888092,^x?xx$,^x?xx$,24,300,2,0,109,300000,127,14312,false
aman-aplan,5,13,2492462788,[n-x][d-o].$,[n-x][d-o].$,108,190,12,0,81813,300000,12298,38425,false
prime,5,25,1337360711,[^x],x,-4,300,0,0,148,300000,119,14186,false
abba,5,23,4560422870,[^aton][tu],[^anot][tu],139,210,16,1,11617,300000,2694,39945,false
prime,5,26,7659837985,^x?xx$,^x?xx$,24,300,2,0,572,300000,410,14466,false
aman-aplan,5,14,3404588599,^.?[d-o][^ymn]*[^ye]$,^.?[d-o][^mny]*[^ey]$,159,190,18,0,156040,300000,22229,45690,false
prime,5,27,2521100877,^xx$,^xx$,11,300,1,0,0,300000,5,14034,false
backrefs,5,24,5236888092,[e-h][a-u][a-t][^s][f-y],[e-h][a-u][a-t]s[f-y],126,210,17,2,222424,600000,31467,85596,false
prime,5,28,8801535107,^xx$,^xx$,11,300,1,0,0,300000,5,14659,false
abba,5,24,5236888092,[^anto][tu],[^anot][tu],139,210,16,1,12115,300000,2695,41709,false
prime,5,29,9651599436,^x?xx$,^x?xx$,24,300,2,0,123,300000,114,14864,false
aman-aplan,5,15,2330977742,[a-l][b-x].[^yne]$,[a-l][b-x].[^eny]$,122,190,16,2,192734,300000,25142,39145,false
prime,5,1,2967301147,^x{5}$,^x{5}$,9,300,1,0,273,400000,209,17933,false
abba,5,25,1337360711,[^tnao][tu],[^anot][tu],139,210,16,1,125741,300000,16335,36024,false
aman-aplan,5,16,6361187489,[k-x][a-o].$,[k-x][a-o].$,118,190,14,1,194919,300000,23946,36501,false
prime,5,1,5600405384,^xx$,^xx$,11,300,1,0,341,400000,214,18869,false
backrefs,5,25,1337360711,[^upd][b-u][a-h][l-y][h-u],[^dpu][b-u][a-h][l-y][h-u],114,210,15,1,49141,600000,8394,76775,false
abba,5,26,7659837985,[^onta][tu],[^anot][tu],139,210,16,1,145915,300000,19461,37429,false
prime,5,2,1632819610,[^x],x,-4,300,0,0,124,400000,114,18280,false
aman-aplan,5,17,2805026820,[k-x][a-o].$,[k-x][a-o].$,118,190,14,1,106061,300000,15560,39094,false
prime,5,3,1412034944,[^x],x,-4,300,0,0,127,400000,113,17912,false
