Nome,Depth,i,seed,Melhor_solucao,Melhor_solucao_shrunk,Melhor_fitness,Maximo_fitness,Matches_on_left,Matches_on_right,Numero_de_comparacoes,Numero_total_de_comparacoes,Tempo_para_encontrar_melhor_solucao,Tempo_total,Timed_out
aman-aplan,5,25,1337360711,^[^hms]*[^ye]$,^[^hms]*[^ey]$,126,190,15,1,426270,600000,54001,75592,false
order,5,12,6621545651,^.[b-o][c-t]*.$,^.[b-o][c-t]*.$,195,210,21,0,122652,300000,18221,42804,false
four,5,11,9696640194,[M-o]{2}[f-v].[f-o],[M-o]{2}[f-v].[f-o],151,210,20,3,145324,600000,23494,80670,false
glob,5,7,2767986875,[ -p][b-e][n-r][ -t],[ -p][b-e][n-r][ -t],280,420,16,1,242896,500000,35065,74746,false
order,5,13,2492462788,^a*e*[b-o]+[n-z]*$,^a*e*[b-o]+[n-z]*$,192,210,21,0,96469,300000,15651,44201,false
aman-aplan,5,26,7659837985,[k-x][a-o].$,[k-x][a-o].$,118,190,14,1,22776,600000,3626,77029,false
order,5,14,3404588599,^.[b-o]+[i-z]*$,^.[b-o]+[i-z]*$,195,210,21,0,27647,300000,5511,41260,false
four,5,12,6621545651,[W-n][f-o][^pt][o-t]u*,[W-n][f-o][^pt][o-t]u*,148,210,19,2,367502,600000,51587,82511,false
glob,5,8,3141506592,\B[h-t][k-r][b-n]{2},\B[h-t][k-r][b-n]{2},280,420,15,0,44347,500000,7075,73109,false
order,5,15,2330977742,^[a-g]+[b-o][f-w],^[a-g]+[b-o][f-w],183,210,20,0,194500,300000,26252,41328,false
aman-aplan,5,27,2521100877,[k-x][^r].$,[k-x]r.$,119,190,15,2,234459,600000,28775,71585,false
order,5,16,6361187489,^[a-g]*[f-z]*$,^[a-g]*[f-z]*$,196,210,21,0,202318,300000,28394,42444,false
glob,5,9,3313543896,[ -p][b-e][n-r][^mu],[ -p][b-e][n-r][^mu],300,420,17,1,230505,500000,34240,67901,false
four,5,13,2492462788,..[m-r].[o-r],..[m-r].[o-r],147,210,16,0,282450,600000,39297,81577,false
aman-aplan,5,28,8801535107,^[e-r]*.[a-l]*.[^sn].$,^[e-r]*.[a-l]*.[^ns].$,138,190,16,0,262794,600000,34786,78449,false
order,5,17,2805026820,^[a-g][b-o]+[e-t],^[a-g][b-o]+[e-t],183,210,20,0,107464,300000,14838,36630,false
glob,5,10,8657690939,[n-r][b-y][ -t][b-t][b-l],[n-r][b-y][ -t][b-t][b-l],315,420,21,4,438452,500000,64586,73680,false
order,5,18,4323456912,\b[a-g][b-o]+[e-t],\b[a-g][b-o]+[e-t],182,210,20,0,20327,300000,4230,44557,false
four,5,14,3404588599,[b-p][M-s][M-o].[b-o][e-v][b-o],[b-p][M-s][M-o].[b-o][e-v][b-o],149,210,18,0,462529,600000,61793,85308,false
aman-aplan,5,29,9651599436,^[^imsc]*$,^[^cims]*$,130,190,14,0,415109,600000,58345,81154,false
order,5,19,8361101999,^..[c-t]{2}[f-z]*$,^..[c-t]{2}[f-z]*$,192,210,21,0,55773,300000,9109,43597,false
glob,5,11,9696640194,[h-t][k-r][b-n]{2},[h-t][k-r][b-n]{2},262,420,15,1,98084,500000,16236,71599,false
triples,5,1,2967301147,^..3?[0-8][2-5][1-8],^..3?[0-8][2-5][1-8],310,630,11,0,253893,300000,39207,45968,false
four,5,15,2330977742,[n-v][cd]*[b-p][no],[n-v][cd]*[b-p][no],141,210,17,1,539130,600000,67433,76038,false
order,5,20,9935136846,^[a-g][b-o]+[e-t],^[a-g][b-o]+[e-t],183,210,20,0,27818,300000,5267,41746,false
order,5,21,5217407358,^[a-m][b-o]..[f-z]*$,^[a-m][b-o]..[f-z]*$,190,210,21,0,219737,300000,27672,37587,false
triples,5,1,5600405384,^[^58][0-6]0*[0-7][2-9],^[^58][0-6]0*[0-7][2-9],337,630,15,3,77689,300000,13173,44405,false
glob,5,12,6621545651,[^n].[d-u][ -p][n-r]*[b-e][n-t],n.[d-u][ -p][n-r]*[b-e][n-t],309,420,18,1,497265,500000,82225,82783,false
four,5,16,6361187489,..[m-r].[o-r],..[m-r].[o-r],147,210,16,0,63051,600000,10278,80597,false
order,5,22,5619256299,^[a-m][b-p]+[f-z]*$,^[a-m][b-p]+[f-z]*$,191,210,21,0,181432,300000,27077,44718,false
triples,5,2,1632819610,^.?.[0-4]*.[0-6][2-9].?[0-7]*$,^.?.[0-4]*.[0-6][2-9].?[0-7]*$,360,630,18,5,193126,300000,29901,50644,false
order,5,23,4560422870,^[a-g][b-o][^ad],^[a-g][b-o][^ad],184,210,20,0,174840,300000,22925,39330,false
glob,5,13,2492462788,r*[d-u][ -p][b-e][n-r],r*[d-u][ -p][b-e][n-r],278,420,16,1,149144,500000,25528,75379,false
triples,5,3,1412034944,^8*..[0-7]0*[2-7],^8*..[0-7]0*[2-7],313,630,14,3,213199,300000,33831,47493,false
four,5,17,2805026820,.[no].[n-r],.[no].[n-r],139,210,16,1,148563,600000,23058,81738,false
order,5,24,5236888092,^[a-g][b-o]+[e-t],^[a-g][b-o]+[e-t],183,210,20,0,26982,300000,4254,38020,false
triples,5,4,9724161943,^[0-4]*.[0-6][78]*[2-6],^[0-4]*.[0-6][78]*[2-6],337,630,17,5,291358,300000,42622,43637,false
glob,5,14,3404588599,^[*-w]*[i-t].[d-h][*-y][ -s][^x],^[*-w]*[i-t].[d-h][*-y][ -s]x,328,420,19,1,158392,500000,26171,68218,false
order,5,25,1337360711,\b.[b-o]+[i-z]*$,\b.[b-o]+[i-z]*$,194,210,21,0,118674,300000,18046,41781,false
triples,5,5,4037724866,[0-8][2-7][1-9]..[0-8]{2}$,[0-8][2-7][1-9]..[0-8]{2}$,334,630,12,0,117385,300000,18676,44126,false
four,5,18,4323456912,[f-o][M-p][n-r],[f-o][M-p][n-r],145,210,20,4,77258,600000,11773,79179,false
order,5,26,7659837985,^[a-m][b-o]..[f-z]+$,^[a-m][b-o]..[f-z]+$,190,210,21,0,247052,300000,30822,39459,false
glob,5,15,2330977742,[^som].[b-t].[d-s].$,[^mos].[b-t].[d-s].$,320,420,18,1,114095,500000,17935,69974,false
triples,5,6,8370032799,[1-5]{2}[728][1-7],[1-5]{2}[278][1-7],312,630,11,0,26932,300000,5526,44930,false
order,5,27,2521100877,^a*[b-o]{2}[e-t],^a*[b-o]{2}[e-t],184,210,21,1,234891,300000,28782,37263,false
triples,5,7,2767986875,[0-8][2-7][1-8]..[0-8][^9]$,[0-8][2-7][1-8]..[0-8]9$,333,630,12,0,234266,300000,36493,45931,false
four,5,19,8361101999,[M-o]..[d-v].[^n][^w]$,[M-o]..[d-v].nw$,188,210,21,0,249641,600000,36909,84926,false
order,5,28,8801535107,^.?....[i-z]$,^.{5}[i-z]$,197,210,21,0,113074,300000,16934,45527,false
glob,5,16,6361187489,[b-e][n-r][^u][ -t][*-r][ -o],[b-e][n-r]u[ -t][*-r][ -o],291,420,16,0,302535,500000,46645,75025,false
triples,5,8,3141506592,^0*8*..[0-7][2-7],^0*8*..[0-7][2-7],373,630,16,3,59181,300000,10252,44796,false
order,5,29,9651599436,^[a-m][b-o].*[i-z]$,^[a-m][b-o].*[i-z]$,191,210,21,0,110954,300000,15361,35504,false
four,5,20,9935136846,n*.[M-r][f-r][M-s][o-r],n*.[M-r][f-r][M-s][o-r],157,210,18,0,113829,600000,16431,79041,false
triples,5,9,3313543896,[2-5][1-5].[0-7].[0-7]*$,[2-5][1-5].[0-7].[0-7]*$,306,630,11,0,76346,300000,11906,46030,false
order,5,1,2967301147,^[a-g][b-o][^ad],^[a-g][b-o][^ad],184,210,20,0,141255,400000,18003,51899,false
glob,5,17,2805026820,[ -p][b-e][n-r][^mu],[ -p][b-e][n-r][^mu],300,420,17,1,228657,500000,35576,83493,false
triples,5,10,8657690939,^.[^83][0-8][0-7],^.[^38][0-8][0-7],313,630,19,8,285698,300000,42318,44341,false
four,5,21,5217407358,[f-o][M-p][n-r],[f-o][M-p][n-r],145,210,20,4,148452,600000,18550,72466,false
order,5,1,5600405384,^.[b-o][c-t]+.$,^.[b-o][c-t]+.$,195,210,21,0,244412,400000,30772,52020,false
triples,5,11,9696640194,^[^5].[0-8][2-7][1-8],^5.[0-8][2-7][1-8],309,630,12,1,255933,300000,38821,44760,false
glob,5,18,4323456912,[c-t][b-w][d-t][ -d][ -e][m-s],[c-t][b-w][d-t][ -d][ -e][m-s],310,420,20,3,228190,500000,33361,73208,false
order,5,2,1632819610,^a*[b-m]+[i-z]*\b,^a*[b-m]+[i-z]*\b,193,210,21,0,294895,400000,47376,59288,false
triples,5,12,6621545651,[0-3][2-8][3-7][3-9],[0-3][2-8][3-7][3-9],310,630,13,2,55791,300000,8825,44871,false
four,5,22,5619256299,[M-s]{2}[i-o][l-r][b-o],[M-s]{2}[i-o][l-r][b-o],137,210,16,0,120066,600000,16499,77345,false
glob,5,19,8361101999,^.[e-w][*-w]+[c-n][ -g]+\B,^.[e-w][*-w]+[c-n][ -g]+\B,294,420,18,2,499493,500000,80107,80215,false
order,5,3,1412034944,^[a-g][b-o]+[e-t],^[a-g][b-o]+[e-t],183,210,20,0,13335,400000,2710,53400,false
triples,5,13,2492462788,[1-7][1-5][2-8][2-7].,[1-7][1-5][2-8][2-7].,309,630,12,1,296847,300000,47654,48103,false
four,5,23,4560422870,[^ruh][f-r][M-o][m-r],[^hru][f-r][M-o][m-r],149,210,19,2,511824,600000,66888,77107,false
order,5,4,9724161943,^.[b-o]+[n-z]*$,^.[b-o]+[n-z]*$,195,210,21,0,324536,400000,47380,58692,false
triples,5,14,3404588599,.[0-3][1-9]+[475][3-8],.[0-3][1-9]+[457][3-8],338,630,13,1,167660,300000,24470,46550,false
glob,5,20,9935136846,[^sn][n-r][b-w][*-e][ -t][ -s],[^ns][n-r][b-w][*-e][ -t][ -s],310,420,17,0,105255,500000,16772,75081,false
triples,5,15,2330977742,^8*[0-4]*.[0-6][2-8]*[567],^8*[0-4]*.[0-6][2-8]*[567],364,630,16,3,69009,300000,11589,49968,false
four,5,24,5236888092,[M-n][n-r].[j-r],[M-n][n-r].[j-r],144,210,17,1,349566,600000,45757,75450,false
order,5,5,4037724866,^.[c-o][c-t]*.$,^.[c-o][c-t]*.$,195,210,21,0,123559,400000,19138,58582,false
glob,5,21,5217407358,e*[b-r][pqr][b-r][^cro],e*[b-r][pqr][b-r][^cor],297,420,16,0,319555,500000,55934,77073,false
triples,5,16,6361187489,^8*..[0-7][2-7],^8*..[0-7][2-7],315,630,12,1,25695,300000,5200,46066,false
order,5,6,8370032799,^[a-g][b-o]+[e-t],^[a-g][b-o]+[e-t],183,210,20,0,101905,400000,13338,54776,false
four,5,25,1337360711,.[M-s]l*[f-r][M-p][o-r],.[M-s]l*[f-r][M-p][o-r],157,210,18,0,316082,600000,43685,78561,false
triples,5,17,2805026820,1*[3-9][0-3].*[1-5][789][^3],1*[3-9][0-3].*[1-5][789]3,362,630,13,0,205746,300000,31450,46727,false
order,5,7,2767986875,^[a-g][b-o]+[l-t],^[a-g][b-o]+[l-t],183,210,20,0,265227,400000,33452,50659,false
glob,5,22,5619256299,[b-e][n-v]+[b-w][ -t][e-r][ -o],[b-e][n-v]+[b-w][ -t][e-r][ -o],329,420,18,0,483679,500000,77249,79807,false
triples,5,18,4323456912,^8*.[^3][0-7][2-7],^8*.3[0-7][2-7],342,630,12,0,150249,300000,22030,41584,false
order,5,8,3141506592,^[ab]*[b-o]+...$,^[ab]*[b-o]+...$,194,210,21,0,129239,400000,20416,55414,false
four,5,26,7659837985,[f-o][M-p][d-r].[i-r],[f-o][M-p][d-r].[i-r],149,210,19,2,78206,600000,11507,90070,false
triples,5,19,8361101999,^0*8*..[0-7][2-7],^0*8*..[0-7][2-7],373,630,16,3,109906,300000,17527,47574,false
glob,5,23,4560422870,[ -p][^xh][e-r][^uvam][b-e],[ -p][^hx][e-r][^amuv][b-e],313,420,18,1,137342,500000,22181,72424,false
order,5,9,3313543896,^[a-g][b-o]+[m-t],^[a-g][b-o]+[m-t],183,210,20,0,70132,400000,10916,53698,false
triples,5,20,9935136846,[0-3][2-8][3-7][3-9],[0-3][2-8][3-7][3-9],310,630,13,2,49176,300000,7831,42027,false
four,5,27,2521100877,..[m-r].[o-r],..[m-r].[o-r],147,210,16,0,53678,600000,8117,75910,false
glob,5,24,5236888092,[^akdcrh][ -r][i-s][d-g],[^acdhkr][ -r][i-s][d-g],316,420,20,3,387478,500000,56847,73418,false
triples,5,21,5217407358,^[0-6]*[^5].[0-7][0-7][2-9],^[0-6]*5.[0-7]{2}[2-9],333,630,18,6,297467,300000,42923,43279,false
order,5,10,8657690939,^[a-g][b-o]+[e-t],^[a-g][b-o]+[e-t],183,210,20,0,98821,400000,15002,55283,false
triples,5,22,5619256299,..[1-5][345][1-9]..,..[1-5][345][1-9]..,311,630,11,0,130480,300000,21772,47970,false
four,5,28,8801535107,[i-o][M-n][f-r].[f-s],[i-o][M-n][f-r].[f-s],159,210,19,1,556242,600000,69111,76431,false
order,5,11,9696640194,^[a-g][b-o]+[e-t],^[a-g][b-o]+[e-t],183,210,20,0,54488,400000,7588,50092,false
glob,5,25,1337360711,[^zg][n-r].[a-r][l-t][ -p][^o],[^gz][n-r].[a-r][l-t][ -p]o,310,420,18,1,358207,500000,51180,73511,false
triples,5,23,4560422870,^[0-4]*[^5][0-6][0-8][2-7],^[0-4]*5[0-6][0-8][2-7],334,630,16,4,229224,300000,33354,43384,false
order,5,12,6621545651,^.[b-o][c-t]*.$,^.[b-o][c-t]*.$,195,210,21,0,122652,400000,17984,53334,false
four,5,29,9651599436,[f-o][b-m][i-o][d-t][^ya],[f-o][b-m][i-o][d-t][^ay],145,210,17,0,474212,600000,62571,78547,false
glob,5,26,7659837985,[ -p][b-e][n-r][ -t],[ -p][b-e][n-r][ -t],280,420,16,1,325095,500000,46438,69200,false
triples,5,24,5236888092,.[0-5].*.*[1-5][2-8][3-7].,.[0-5].*.*[1-5][2-8][3-7].,304,630,12,1,292630,300000,47516,49138,false
order,5,13,2492462788,^a*e*[b-o]+[n-z]*$,^a*e*[b-o]+[n-z]*$,192,210,21,0,96469,400000,15673,57144,false
balance,5,1,2967301147,<<>..>.+.>>$,<<>..>.+.>>$,258,310,27,0,245077,300000,44035,53010,false
triples,5,25,1337360711,..[1-5][2-5].[1-8].,..[1-5][2-5].[1-8].,311,630,11,0,228338,300000,34155,44287,false
glob,5,27,2521100877,[c-t][b-w][d-r]+[*-g][ -h][m-t],[c-t][b-w][d-r]+[*-g][ -h][m-t],309,420,19,2,478754,500000,68537,71919,false
order,5,14,3404588599,^.[b-o]+[i-z]*$,^.[b-o]+[i-z]*$,195,210,21,0,27647,400000,5150,54090,false
triples,5,26,7659837985,^[^5].[0-8][2-7][1-8],^5.[0-8][2-7][1-8],309,630,12,1,151301,300000,22454,44038,false
balance,5,1,5600405384,<<>..>.+.>>$,<<>..>.+.>>$,258,310,27,0,15384,300000,3930,64537,false
order,5,15,2330977742,^[a-g]+[b-o][f-w],^[a-g]+[b-o][f-w],183,210,20,0,194500,400000,25011,51764,false
triples,5,27,2521100877,^[0-4]*.[0-6]8*[2-7],^[0-4]*.[0-6]8*[2-7],340,630,17,5,189538,300000,26091,44474,false
glob,5,28,8801535107,[b-e][n-r].*[st],[b-e][n-r].*[st],284,420,17,2,293937,500000,41534,75684,false
balance,5,2,1632819610,<<>..>.+.>>$,<<>..>.+.>>$,258,310,27,0,276821,300000,47959,53107,false
triples,5,28,8801535107,^.?[5-8]*.[0-5][2-7]{2},^.?[5-8]*.[0-5][2-7]{2},337,630,12,0,172190,300000,27378,47357,false
order,5,16,6361187489,^[a-g]*[f-z]*$,^[a-g]*[f-z]*$,196,210,21,0,202318,400000,27873,52211,false
glob,5,29,9651599436,[e-s].[ -r][i-s][b-e],[e-s].[ -r][i-s][b-e],299,420,19,3,156115,500000,22313,72722,false
balance,5,3,1412034944,..<.><.+>>$,..<.><.+>>$,259,310,27,0,257625,300000,52351,62078,false
triples,5,29,9651599436,^[^5].0*[0-7][2-7],^5.0*[0-7][2-7],342,630,14,2,72648,300000,12065,44888,false
order,5,17,2805026820,^[a-g][b-o]+[e-t],^[a-g][b-o]+[e-t],183,210,20,0,107464,400000,14214,50359,false
triples,5,1,2967301147,^..3?[0-8][2-5][1-8],^..3?[0-8][2-5][1-8],310,630,11,0,253893,400000,37294,56284,false
order,5,18,4323456912,^[a-g][b-o]+[e-t],^[a-g][b-o]+[e-t],183,210,20,0,324402,400000,43614,53661,false
balance,5,4,9724161943,..<.><.+>>$,..<.><.+>>$,259,310,27,0,156159,300000,37541,65245,false
glob,5,1,2967301147,[ -p][b-e][n-r][ -t],[ -p][b-e][n-r][ -t],280,420,16,1,536570,600000,80787,88873,false
triples,5,1,5600405384,^[^58][0-6]0*[0-7][2-9],^[^58][0-6]0*[0-7][2-9],337,630,15,3,77689,400000,12866,56604,false
order,5,19,8361101999,^..[c-t]{2}[f-z]*$,^..[c-t]{2}[f-z]*$,192,210,21,0,55773,400000,9151,55607,false
balance,5,5,4037724866,<.+<.><.+>>$,<.+<.><.+>>$,258,310,27,0,12636,300000,3564,54265,false
glob,5,1,5600405384,[^r][d-r][b-t][b-e].[ -s]v*,r[d-r][b-t][b-e].[ -s]v*,293,420,18,2,85504,600000,13568,85266,false
order,5,20,9935136846,^.[b-o]*[i-z]+$,^.[b-o]*[i-z]+$,195,210,21,0,322422,400000,42756,54961,false
balance,5,6,8370032799,..<+.><.+><?>$,..<+.><.+><?>$,266,310,28,0,279616,300000,46968,52238,false
triples,5,2,1632819610,^.?.[0-4]*.[0-6][2-9].?[0-7]*$,^.?.[0-4]*.[0-6][2-9].?[0-7]*$,360,630,18,5,193126,400000,29656,62202,false
order,5,21,5217407358,^[a-m][b-o]..[f-z]*$,^[a-m][b-o]..[f-z]*$,190,210,21,0,219737,400000,27666,49185,false
triples,5,3,1412034944,^..[0-7][2-7]*[0-5][^56].*[2-7],^..[0-7][2-7]*[0-5][^56].*[2-7],329,630,14,2,349591,400000,52536,59533,false
balance,5,7,2767986875,<<.*<>.<.*<*>>$,<<.*<>.<.*<*>>$,255,310,27,0,223351,300000,42864,60432,false
glob,5,2,1632819610,[^xoiat][i-r][efg][a-y],[^aiotx][i-r][efg][a-y],297,420,18,2,307396,600000,43728,82673,false
order,5,22,5619256299,^[a-m][b-p]+[f-z]*$,^[a-m][b-p]+[f-z]*$,191,210,21,0,181432,400000,26330,52973,false
triples,5,4,9724161943,^[0-4]*.[0-6][78]*[2-6],^[0-4]*.[0-6][78]*[2-6],337,630,17,5,291358,400000,42610,56502,false
balance,5,8,3141506592,..<.><.*>>$,..<.><.*>>$,259,310,27,0,196831,300000,46321,66816,false
glob,5,3,1412034944,[d-w][d-r][d-y][*-m][*-g],[d-w][d-r][d-y][*-m][*-g],295,420,20,4,219168,600000,30178,82273,false
order,5,23,4560422870,^[a-g][b-o][^ad],^[a-g][b-o][^ad],184,210,20,0,174840,400000,21748,50388,false
triples,5,5,4037724866,[0-8][2-7][1-9]..[0-8]{2}$,[0-8][2-7][1-9]..[0-8]{2}$,334,630,12,0,117385,400000,18934,56837,false
balance,5,9,3313543896,<<.>...<+.>.*>$,<<.>...<+.>.*>$,265,310,28,0,277854,300000,52336,58246,false
order,5,24,5236888092,^[a-g][b-o]+[e-t],^[a-g][b-o]+[e-t],183,210,20,0,26982,400000,4539,50773,false
glob,5,4,9724161943,[b-e][n-t]+[*-y][ -t][e-r][ -o],[b-e][n-t]+[*-y][ -t][e-r][ -o],329,420,18,0,265291,600000,38125,84006,false
triples,5,6,8370032799,[1-5]{2}[728][1-7],[1-5]{2}[278][1-7],312,630,11,0,26932,400000,5186,57645,false
balance,5,10,8657690939,^<<.+>.>><<..,^<<.+>.>><<..,257,310,27,0,77333,300000,14374,56680,false
order,5,25,1337360711,^.[b-o][c-t]*.$,^.[b-o][c-t]*.$,195,210,21,0,335357,400000,47514,56087,false
triples,5,7,2767986875,[0-8][2-7][1-8]..[0-8][^9]$,[0-8][2-7][1-8]..[0-8]9$,333,630,12,0,234266,400000,35524,57692,false
balance,5,11,9696640194,<<.>...<+.>.*>$,<<.>...<+.>.*>$,265,310,28,0,256274,300000,38918,50730,false
order,5,26,7659837985,^[a-m][b-o]..[f-z]+$,^[a-m][b-o]..[f-z]+$,190,210,21,0,247052,400000,29033,49739,false
glob,5,5,4037724866,k*[ -r]{2}[b-y][b-t].[d-s].$,k*[ -r]{2}[b-y][b-t].[d-s].$,292,420,18,2,600000,600000,98825,98830,false
triples,5,8,3141506592,^0*8*..[0-7][2-7],^0*8*..[0-7][2-7],373,630,16,3,59181,400000,10293,59174,false
balance,5,12,6621545651,<<>*<.?><.*>>$,<<>*<.?><.*>>$,256,310,27,0,161925,300000,28180,52946,false
order,5,27,2521100877,^a*[b-o]{2}[e-t],^a*[b-o]{2}[e-t],184,210,21,1,234891,400000,28803,49893,false
triples,5,9,3313543896,[2-5][1-5].[0-7].[0-7]*$,[2-5][1-5].[0-7].[0-7]*$,306,630,11,0,76346,400000,12461,57823,false
balance,5,13,2492462788,..<.><.*>>$,..<.><.*>>$,259,310,27,0,13869,300000,3708,59842,false
order,5,28,8801535107,^.?....[i-z]$,^.{5}[i-z]$,197,210,21,0,113074,400000,16671,58574,false
glob,5,6,8370032799,[b-e][n-r][^mu][ -t],[b-e][n-r][^mu][ -t],280,420,17,2,528334,600000,83679,93586,false
order,5,29,9651599436,^[a-m][b-o].*[i-z]$,^[a-m][b-o].*[i-z]$,191,210,21,0,110954,400000,15625,48005,false
triples,5,10,8657690939,^.[^83][0-8][0-7],^.[^38][0-8][0-7],313,630,19,8,285698,400000,41361,56716,false
balance,5,14,3404588599,..<.><.+>>$,..<.><.+>>$,259,310,27,0,142319,300000,25046,52413,false
glob,5,7,2767986875,.*[b-e][n-r].*[st],.*[b-e][n-r].*[st],282,420,17,2,562251,600000,83982,93698,false
triples,5,11,9696640194,^.[^38][0-8][0-7].*[2-6],^.[^38][0-8][0-7].*[2-6],336,630,17,5,378630,400000,53975,57334,false
balance,5,15,2330977742,<<>..>.+.>>$,<<>..>.+.>>$,258,310,27,0,66978,300000,13087,54918,false
order,5,1,2967301147,^[a-m][b-l]*..[^][f-z]$,^[a-m][b-l]*...[f-z]$,187,210,21,0,499623,500000,65077,65141,false
balance,5,16,6361187489,^<<.*<>.<..>,^<<.*<>.<..>,258,310,28,1,74702,300000,12275,45031,false
triples,5,12,6621545651,[^08][1-5][2-8][3-7].,[^08][1-5][2-8][3-7].,339,630,12,0,318276,400000,46818,57656,false
order,5,1,5600405384,^.[b-o][c-t]+.$,^.[b-o][c-t]+.$,195,210,21,0,244412,500000,30318,64078,false
glob,5,8,3141506592,\B[h-t][k-r][b-n]{2},\B[h-t][k-r][b-n]{2},280,420,15,0,44347,600000,7004,87624,false
balance,5,17,2805026820,<<>..>+<..+>$,<<>..>+<..+>$,257,310,28,1,227250,300000,38482,50770,false
triples,5,13,2492462788,([0-8][0-7]){2}[^267][012],([0-8][0-7]){2}[^267][012],334,630,17,5,321187,400000,53363,64057,false
order,5,2,1632819610,^a*[b-m]+[i-z]*\b,^a*[b-m]+[i-z]*\b,193,210,21,0,294895,500000,48247,72787,false
glob,5,9,3313543896,[ -p][b-e][n-r][^mu],[ -p][b-e][n-r][^mu],300,420,17,1,230505,600000,34008,80421,false
balance,5,18,4323456912,<<>..>..+>>$,<<>..>..+>>$,258,310,27,0,94252,300000,19528,51348,false
triples,5,14,3404588599,.[0-3][1-9]+[475][3-8],.[0-3][1-9]+[457][3-8],338,630,13,1,167660,400000,24129,60067,false
order,5,3,1412034944,\b.[b-h]*[i-z]*$,\b.[b-h]*[i-z]*$,194,210,21,0,446509,500000,60673,69207,false
balance,5,19,8361101999,<<.>...<+.>.*>$,<<.>...<+.>.*>$,265,310,28,0,187530,300000,37735,58756,false
glob,5,10,8657690939,[n-r][b-y][ -t][b-t][b-l],[n-r][b-y][ -t][b-t][b-l],315,420,21,4,438452,600000,64655,89317,false
triples,5,15,2330977742,^8*[0-4]*.[0-6][2-8]*[567],^8*[0-4]*.[0-6][2-8]*[567],364,630,16,3,69009,400000,10828,60486,false
balance,5,20,9935136846,<>*<.><.+>>$,<>*<.><.+>>$,258,310,27,0,17664,300000,4302,56337,false
order,5,4,9724161943,^.[b-o]+[n-z]*$,^.[b-o]+[n-z]*$,195,210,21,0,324536,500000,47005,69723,false
triples,5,16,6361187489,^8*..[0-7][2-7],^8*..[0-7][2-7],315,630,12,1,25695,400000,4927,58954,false
glob,5,11,9696640194,[h-t][k-r][b-n]{2},[h-t][k-r][b-n]{2},262,420,15,1,98084,600000,15754,82987,false
balance,5,21,5217407358,^<<.*<>.<..>,^<<.*<>.<..>,258,310,28,1,7390,300000,2387,52711,false
order,5,5,4037724866,^.[c-o][c-t]*.$,^.[c-o][c-t]*.$,195,210,21,0,123559,500000,18142,70944,false
triples,5,17,2805026820,1*[3-9][0-3].*[1-5][789][^3],1*[3-9][0-3].*[1-5][789]3,362,630,13,0,205746,400000,31639,58900,false
balance,5,22,5619256299,<.*<.><.+>.?>$,<.*<.><.+>.?>$,266,310,28,0,11955,300000,4040,70459,false
glob,5,12,6621545651,[^n].[d-u][ -p][op]*[b-e][n-t],n.[d-u][ -p][op]*[b-e][n-t],310,420,18,1,506831,600000,80380,94072,false
triples,5,18,4323456912,^8*.[^3][0-7][2-7],^8*.3[0-7][2-7],342,630,12,0,150249,400000,21870,54463,false
order,5,6,8370032799,^[a-g][b-o]+[e-t],^[a-g][b-o]+[e-t],183,210,20,0,101905,500000,13435,67448,false
balance,5,23,4560422870,<>*<.><.*>>$,<>*<.><.*>>$,258,310,27,0,118013,300000,24053,60166,false
triples,5,19,8361101999,^0*8*..[0-7][2-7],^0*8*..[0-7][2-7],373,630,16,3,109906,400000,18048,61060,false
order,5,7,2767986875,^[a-g][b-o]+[l-t],^[a-g][b-o]+[l-t],183,210,20,0,265227,500000,33362,63313,false
glob,5,13,2492462788,r*[d-u][ -p][b-e][n-r],r*[d-u][ -p][b-e][n-r],278,420,16,1,149144,600000,25174,87179,false
balance,5,24,5236888092,^<<.*<>.<..>,^<<.*<>.<..>,258,310,28,1,18038,300000,3821,56758,false
triples,5,20,9935136846,^8*..[0-7][2-7],^8*..[0-7][2-7],315,630,12,1,333594,400000,46954,55223,false
order,5,8,3141506592,^[ab]*[b-o]+...$,^[ab]*[b-o]+...$,194,210,21,0,129239,500000,20285,69586,false
balance,5,25,1337360711,<<.[^<]...<+.>.*>$,<<.<...<+.>.*>$,262,310,28,0,136753,300000,24244,50438,false
glob,5,14,3404588599,^[*-w]*[i-t].[d-h][*-y][ -s][^x],^[*-w]*[i-t].[d-h][*-y][ -s]x,328,420,19,1,158392,600000,26432,83756,false
triples,5,21,5217407358,^[0-6]*[^5].[0-7][0-7][2-9],^[0-6]*5.[0-7]{2}[2-9],333,630,18,6,297467,400000,43422,59088,false
order,5,9,3313543896,^[a-m]*.[o-y]*[i-z]$,^[a-m]*.[o-y]*[i-z]$,190,210,21,0,431249,500000,58961,68172,false
balance,5,26,7659837985,^<<.*<>.<..>,^<<.*<>.<..>,258,310,28,1,276695,300000,48722,53252,false
triples,5,22,5619256299,..[1-5][345][1-9]..,..[1-5][345][1-9]..,311,630,11,0,130480,400000,20120,59462,false
glob,5,15,2330977742,[^som].[b-t].[d-s].$,[^mos].[b-t].[d-s].$,320,420,18,1,114095,600000,17775,87317,false
balance,5,27,2521100877,..<.><.*>>$,..<.><.*>>$,259,310,27,0,235492,300000,39757,51926,false
order,5,10,8657690939,^[a-h]*[i-z]*$,^[a-h]*[i-z]*$,196,210,21,0,407050,500000,56615,70680,false
