Nome,Depth,i,seed,regex,regex_shrunk,Melhor_fitness,Melhor_nosso,Numero_de_comparacoes,Tempo,Tempo_total,Timed_out
warmup,1,1,4105328976,foo|m$,foo|m$,21,42,458553,80720,101830,true
abba,1,1,4105328976,[c-t][tuv]z|,[c-t][tuv]z|,15,37,209712,33542,98983,true
order,1,1,4105328976,^[abc][cde][c-l]|sp|[o-r][o-y]\b|[st][t-z]\b,^[abc][cde][c-l]|sp|[o-r][o-y]\b|[st][t-z]\b,20,41,536699,95861,110315,true
abba,1,1,6370951248,[c-t][tuv]z|,[c-t][tuv]z|,15,37,369804,57128,101350,true
warmup,1,1,6370951248,foo,foo,21,42,525100,90880,102271,true
order,1,1,6370951248,^[a-o][c-o][c-t][e-t],^[a-o][c-o][c-t][e-t],20,41,567874,98880,105224,true
abba,1,2,9431657082,z|hi[a-n]|[u-y][f-t]|[t-z]$,z|hi[a-n]|[u-y][f-t]|[t-z]$,17,39,268862,42502,92973,true
warmup,1,2,9431657082,foo,foo,21,42,198737,35033,96693,true
order,1,2,9431657082,^[a-o][c-o][c-t][e-t],^[a-o][c-o][c-t][e-t],20,41,295356,51924,112271,true
abba,1,3,1874029365,[^nota][tu]u||z,[^a-t][tu]u||z,17,39,333640,52612,95396,true
warmup,1,3,1874029365,[fg]oo,[fg]oo,21,42,268246,42377,100896,true
powers,1,1,4105328976,^x?x$,^x?x$,2,13,219121,163823,405615,true
order,1,3,1874029365,^[abc][cde][c-l]i*|[f-t][o-y][o-z]$,^[abc][cde][c-l]i*|[f-t][o-y][o-z]$,20,41,227766,38049,115194,true
abba,1,4,5691784320,hi[a-n]|[f-t][t-z],hi[a-n]|[f-t][t-z],14,36,64647,10751,94692,true
warmup,1,4,5691784320,[fg]oo,{0}[fg]oo,21,42,241733,38971,96209,true
order,1,4,5691784320,y*^[a-f][c-l]|[s-z][t-y]$,y*^[a-f][c-l]|[s-z][t-y]$,20,41,512515,94911,109115,true
abba,1,5,8392760514,hi|u[o-t]|t[a-h]|[s-z]e,hi|u[o-t]|t[a-h]|[s-z]e,17,39,74788,13235,93302,true
warmup,1,5,8392760514,foo|me,foo|me,21,42,7972,1859,98724,true
order,1,5,8392760514,^[abc][cde]|pf[h-o]y|[f-t][o-t][o-z]$,^[abc][cde]|pf[h-o]y|[f-t][o-t][o-z]$,20,41,396080,72192,118506,true
abba,1,6,4612780539,^c|t[^h]e|[f-t][t-z]|l$,^c|t[^h]e|[f-t][t-z]|l$,14,36,262905,41611,103600,true
warmup,1,6,4612780539,foo,foo,21,42,162364,25533,101553,true
powers,1,1,6370951248,^xx?$,^xx?$,2,13,181274,96270,315968,true
order,1,6,4612780539,[f-o][o-t][p-t]|[abc][c-h],[f-o][o-t][p-t]|[abc][c-h],19,40,553359,93942,102989,true
abba,1,7,8261384957,it|yt|z|u|h[i-t][a-p],it|yt|z|u|h[i-t][a-p],17,39,111712,18782,97396,true
warmup,1,7,8261384957,foo,foo,21,42,43086,6938,92489,true
order,1,7,8261384957,[st][t-z]\b|[o-r][o-y]\b,[st][t-z]\b|[o-r][o-y]\b,17,38,253106,41455,103192,true
warmup,1,8,2463075891,[fg]oo,{0}[fg]oo,21,42,255937,43096,105442,true
abba,1,8,2463075891,hi|u[o-t]|t[a-h]|[s-z]e,hi|u[o-t]|t[a-h]|[s-z]e,17,39,74788,13094,144553,true
order,1,8,2463075891,o\w[s-y]|\b[a-f][c-l],o\w[s-y]|\b[a-f][c-l],20,41,32015,5657,109474,true
warmup,1,9,9135874206,foo,foo,21,42,311263,52049,101412,true
abba,1,9,9135874206,[a-s]\w[a-s][c-i][t-z]|[u-y][o-t],[a-s]\w[a-s][c-i][t-z]|[u-y][o-t],18,40,314490,50612,98787,true
warmup,1,10,7095231486,foo,foo,21,42,5902,1437,96505,true
order,1,9,9135874206,^ac|pt|[st][t-z]\b|[o-r][o-y]\b|[c-o][c-o][l-o]$,^ac|pt|[st][t-z]\b|[o-r][o-y]\b|[c-o][c-o][l-o]$,20,41,451987,78942,108912,true
abba,1,10,7095231486,[u-y][f-t]z|,[u-y][f-t]z|,13,35,541520,84114,95506,true
warmup,1,11,9842301657,foo,foo,21,42,176863,27095,92068,true
order,1,10,7095231486,^[a-o][c-o][c-t][e-t],^[a-o][c-o][c-t][e-t],20,41,568717,101631,109303,true
abba,1,11,9842301657,[f-t][t-z]h|,[f-t][t-z]h|,12,34,332294,50955,92880,true
warmup,1,12,2196735084,foo,foo,21,42,161217,27642,95177,true
powers,1,2,9431657082,^xxxx$|\bx?x$,^xxxx$|\bx?x$,3,14,354971,528384,603794,true
abba,1,12,2196735084,v|ah|[e-o]i[c-i]|[hi][t-z]|\Bu,v|ah|[e-o]i[c-i]|[hi][t-z]|\Bu,18,40,334169,56737,106553,true
order,1,11,9842301657,[^]zz|[bcd][e-h]|[o-t][t-y]$,.zz|[bcd][e-h]|[o-t][t-y]$,19,40,184750,32704,112615,true
warmup,1,13,9067852413,foo,foo,21,42,449215,82380,106740,true
order,1,12,2196735084,hu|[f-t][o-y][o-z]$,hu|[f-t][o-y][o-z]$,17,38,548450,90474,99427,true
abba,1,13,9067852413,[f-t][t-z]p|h|te,[f-t][t-z]p|h|te,14,36,309652,48033,104114,true
warmup,1,14,2405681973,foo,foo,21,42,378533,61816,97333,true
order,1,13,9067852413,^ad|be|t[o-z]|o[o-y]|c[c-h],^ad|be|t[o-z]|o[o-y]|c[c-h],17,38,432050,76692,106381,true
abba,1,14,2405681973,z|u|[i-t]h|[n-t][f-t]t[a-i]|[t-z]$,z|u|[i-t]h|[n-t][f-t]t[a-i]|[t-z]$,18,40,423682,76332,111943,true
warmup,1,15,2738495106,foo,foo,21,42,5902,1453,105895,true
abba,1,15,2738495106,[^a][tuv]z|,[^a][tuv]z|,15,37,346447,53237,90959,true
order,1,14,2405681973,[c-o]t[o-z]|[h-o][op][o-y]|[bcd]e|sy$,[c-o]t[o-z]|[h-o][op][o-y]|[bcd]e|sy$,21,42,282785,51409,125100,true
powers,1,3,1874029365,(^[^]*)\1$,(^[^]*)\1$,6,17,166103,96473,363204,true
warmup,1,16,1069782534,foo,foo,21,42,5902,1469,92755,true
abba,1,16,1069782534,[^c](h|z|u)|yt|v[f-t]t|$\1,[^c](h|z|u)|yt|v[f-t]t|$\#,19,41,216907,36549,101303,true
order,1,15,2738495106,^[a-e][c-l]|mmj[st]|[t-z]\b|n[o-r],^[a-e][c-l]|mmj[st]|[t-z]\b|n[o-r],18,39,183152,31564,100396,true
warmup,1,17,3018795246,foo|f$,foo|f$,21,42,108003,17969,100490,true
abba,1,17,3018795246,[^c](h|z|u)|^p|^v|l^b\1,[^c](h|z|u)|^p|v|l^b\#,18,40,449231,72395,105896,true
order,1,16,1069782534,^[a-o][c-o][c-t][e-t],^[a-o][c-o][c-t][e-t],20,41,151181,25126,116772,true
warmup,1,18,1736058429,foo,foo,21,42,421546,69035,96537,true
powers,1,4,5691784320,^x\1([^]x)*x$,^x\1([^]x)*x$,6,17,579730,253824,258887,true
abba,1,18,1736058429,[f-t][t-z]|ph,[f-t][t-z]|ph,14,36,79260,13125,100177,true
order,1,17,3018795246,^[a-o][c-o][c-t][e-t],^[a-o][c-o][c-t][e-t],20,41,50487,8438,106709,true
warmup,1,19,6087432195,foo|cc,foo|cc,21,42,7972,1859,108428,true
abba,1,19,6087432195,[u-y][i-t]|z|u|l$,[u-y][i-t]|z|u|l$,14,36,423226,65362,98082,true
order,1,18,1736058429,st|t[o-z]|o[o-y]|ee\B|s$,st|t[o-z]|o[o-y]|ee\B|s$,15,36,466646,83708,109709,true
warmup,1,20,4925731068,foo,foo,21,42,578008,91646,96208,true
abba,1,20,4925731068,[a-t][c-s][c-t][t-z]v||mo|u[o-t],[a-t][c-s][c-t][t-z]v||mo|u[o-t],17,39,543319,84973,98755,true
warmup,1,21,3486027915,foo,foo,21,42,278259,44658,96629,true
order,1,19,6087432195,[c-o][e-l][lmn]|mn|[o-t][o-y]\b,[c-o][e-l][lmn]|mn|[o-t][o-y]\b,18,39,446427,74614,102756,true
abba,1,21,3486027915,[^]un|zv|z|[mno][i-n][c-t]|u[o-t]|t[a-h][i-t],.un|zv|z|[mno][i-n][c-t]|u[o-t]|t[a-h][i-t],19,41,329252,57393,128944,true
warmup,1,22,6941372580,foo,foo,21,42,440718,69785,97693,true
order,1,20,4925731068,^f|tl|[a-o]o[o-t]|[abc][c-h],^f|tl|[a-o]o[o-t]|[abc][c-h],20,41,100918,17547,109537,true
abba,1,22,6941372580,[^]i|u^t|[tuv][a-e]|z|u[rst]|[i-t]h[a-p],.i|u^t|[tuv][a-e]|z|u[rst]|[i-t]h[a-p],18,40,507148,88771,113303,true
warmup,1,23,1068243795,foo,foo,21,42,509441,83442,98490,true
powers,1,5,8392760514,^x?x$,^x?x$,2,13,280484,223182,473725,true
order,1,21,3486027915,o[o-s]s|^[a-i][c-l]|r[f-s]t,o[o-s]s|^[a-i][c-l]|r[f-s]t,20,41,215688,39439,106506,true
abba,1,23,1068243795,[c-t][tuv]z|,[c-t][tuv]z|,15,37,50318,8485,92755,true
warmup,1,24,1764028593,foo|xs,foo|xs,21,42,7972,1812,114303,true
order,1,22,6941372580,^[abc][cde]|in[o-z]|[i-o][o-t][p-w]|[c-l]u$,^[abc][cde]|in[o-z]|[i-o][o-t][p-w]|[c-l]u$,20,41,446994,86832,120349,true
abba,1,24,1764028593,[f-t][t-z]h|,[f-t][t-z]h|,12,34,342947,52487,91458,true
warmup,1,25,3857069214,foo,foo,21,42,553480,93363,101051,true
order,1,23,1068243795,^[a-o][c-o][c-t][e-t],^[a-o][c-o][c-t][e-t],20,41,340679,56424,102709,true
abba,1,25,3857069214,u[rst]|t*^n|^t|^v|z|y[^c]|a[l-y]$,u[rst]|t*^n|^t|^v|z|y[^c]|a[l-y]$,17,39,433427,80473,117287,true
warmup,1,26,9125784630,foo,foo,21,42,330759,54737,98661,true
order,1,24,1764028593,^[a-o][c-o][c-t][e-t],^[a-o][c-o][c-t][e-t],20,41,418980,72332,108553,true
abba,1,26,9125784630,[f-t]([t-z]|h),[f-t]([t-z]|h),14,36,254555,39080,91443,true
warmup,1,27,7914823056,foo,foo,21,42,594583,93740,95036,true
order,1,25,3857069214,r*[f-t][o-t][o-z]$,r*[f-t][o-t][o-z]$,17,38,314449,51862,99975,true
powers,1,6,4612780539,^x?x$,^x?x$,2,13,158058,196181,461303,true
abba,1,27,7914823056,[f-t][t-z]|ph,[f-t][t-z]|ph,14,36,406191,61847,92692,true
warmup,1,28,1258360497,[fg]oo,[fg]oo,21,42,349461,56112,93630,true
order,1,26,9125784630,^c|\b[a-o][c-h][c-o]|[l-o]o|[st][yz],^c|\b[a-o][c-h][c-o]|[l-o]o|[st][yz],21,42,589074,100068,102396,true
abba,1,28,1258360497,it|yt|z|u|le[f-t][t-z]h|[i-t]h,it|yt|z|u|le[f-t][t-z]h|[i-t]h,18,40,260842,43361,104584,true
warmup,1,29,7965023841,foo,foo,21,42,64649,10547,92849,true
order,1,27,7914823056,[st][t-z]\b|[o-r][o-y]\b|ps,[st][t-z]\b|[o-r][o-y]\b|ps,17,38,95784,16454,108366,true
abba,1,29,7965023841,[t-z]e|h[i-t]|\Bu,[t-z]e|h[i-t]|\Bu,15,37,503213,77286,91755,true
warmup,3,1,4105328976,foo,foo,21,42,174260,27423,88692,true
order,1,28,1258360497,ty|[l-o][o-s][p-w]|[bcd][c-i][e-o],ty|[l-o][o-s][p-w]|[bcd][c-i][e-o],21,42,158043,27470,104647,true
abba,3,1,4105328976,^v|p|mo|u[o-t]|[c-i][t-z],^v|p|mo|u[o-t]|[c-i][t-z],16,38,252916,40955,96193,true
warmup,3,1,6370951248,foo,foo,21,42,352673,57346,98583,true
abba,3,1,6370951248,^p|ab[u-y]h|[i-t]h|z|u|t$,^p|ab[u-y]h|[i-t]h|z|u|t$,16,38,479720,82442,103381,true
warmup,3,2,9431657082,foo,foo,21,42,79226,12594,98115,true
order,1,29,7965023841,^[a-o][c-o][c-t][e-t],^[a-o][c-o][c-t][e-t],20,41,578125,110240,114225,true
abba,3,2,9431657082,[^c](h|z|u)|^p|^v|wsn\1,[^c](h|z|u)|^p|v|wsn\#,18,40,122294,22641,96662,true
powers,1,7,8261384957,(^x*)\1$,(^x*)\1$,6,17,297143,355220,521056,true
warmup,3,3,1874029365,foo,foo,21,42,112021,19657,96536,true
order,3,1,4105328976,^c|t[^w]g|o[s-y]|gnvci|bp|fi|y$,^c|t[^w]g|o[s-y]|gnvci|bp|fi|y$,17,38,496153,94115,118475,true
abba,3,3,1874029365,[c-i]y|t|z|u|[t-z]$,[c-i]y|t|z|u|[t-z]$,15,37,534192,81301,98177,true
warmup,3,4,5691784320,foo,foo,21,42,135336,21673,98427,true
order,3,1,6370951248,^[a-o][c-o][c-t][e-t],^[a-o][c-o][c-t][e-t],20,41,156604,27455,114881,true
abba,3,4,5691784320,^[^w]hi|z|[u-z][i-t]|[f-t]h|[tuv]$,^[^w]hi|z|[u-z][i-t]|[f-t]h|[tuv]$,17,39,175850,31392,101302,true
warmup,3,5,8392760514,foo|mx,foo|mx,21,42,7972,1844,96801,true
powers,1,8,2463075891,^x(x*?)\1x$,^x(x*?)\1x$,6,17,322288,153976,241981,true
order,3,2,9431657082,v^efs[^w]|[e-i][i-m]|[o-t][o-y]$,v^efs[^w]|[e-i][i-m]|[o-t][o-y]$,18,39,522220,105083,128865,true
abba,3,5,8392760514,[^c](h|z|u)|it|^p|^y$\1,[^c](h|z|u)|it|^p|^y$\#,19,41,421553,69286,100131,true
warmup,3,6,4612780539,foo,foo,21,42,319490,52252,97099,true
order,3,3,1874029365,^[a-g][c-o][c-t][e-t]|m[o-s],^[a-g][c-o][c-t][e-t]|m[o-s],21,42,579280,103334,108834,true
abba,3,6,4612780539,[^][tu]z|,.[tu]z|,13,35,313467,47643,90646,true
warmup,3,7,8261384957,foo,foo,21,42,271223,42971,98224,true
abba,3,7,8261384957,^h[t-z]z|u|[u-z][e-t][a-r]|hi,^h[t-z]z|u|[u-z][e-t][a-r]|hi,15,37,294921,47189,97865,true
warmup,3,8,2463075891,foo,foo,21,42,497063,83895,99162,true
order,3,4,5691784320,t[o-z]|o[o-y]|em|[e-i]i,t[o-z]|o[o-y]|em|[e-i]i,16,37,87056,15235,128147,true
powers,1,9,9135874206,^xx(x*)\1$,^xx(x*)\1$,6,17,415656,210479,318280,true
abba,3,8,2463075891,[^][tu]z|,.[tu]z|,13,35,161585,25892,90786,true
warmup,3,9,9135874206,foo|g^ry$,foo|g^ry$,21,42,86257,14688,113428,true
order,3,5,8392760514,^pf|[f-o][f-s][l-t][o-y]|[bcd][c-h][c-s],^pf|[f-o][f-s][l-t][o-y]|[bcd][c-h][c-s],20,41,554452,104412,114303,true
abba,3,9,9135874206,y[i-t]|u|[p-y][f-t]i[a-r]\b|i[t-z]|l$,y[i-t]|u|[p-y][f-t]i[a-r]\b|i[t-z]|l$,17,39,372135,59909,96052,true
warmup,3,10,7095231486,foo,foo,21,42,5867,1437,110147,true
order,3,6,4612780539,h^o|gs|[o-t][o-y]\b|[e-i][i-m],h^o|gs|[o-t][o-y]\b|[e-i][i-m],18,39,344124,60566,102662,true
abba,3,10,7095231486,[i-t]h|z|u|^p,[i-t]h|z|u|^p,15,37,227723,38720,95677,true
warmup,3,11,9842301657,foo,foo,21,42,199515,31329,93161,true
powers,1,10,7095231486,^x$|^xx(x*?)\1$,{0}^x$|^xx(x*?)\1$,7,18,422933,200635,272263,true
order,3,7,8261384957,o\w[s-y]|^[a-f][c-l]|tb,o\w[s-y]|^[a-f][c-l]|tb,20,41,323799,56081,103208,true
abba,3,11,9842301657,[f-t][t-z]|ph,[f-t][t-z]|ph,14,36,578915,88521,93552,true
warmup,3,12,2196735084,foo,foo,21,42,488373,79551,98395,true
order,3,8,2463075891,[^ew]o[o-y]|dw|[abc][c-h],[^e-w]o[o-y]|dw|[abc][c-h],18,39,78149,14126,101912,true
abba,3,12,2196735084,[^]z|u|h[i-t],.z|u|h[i-t],14,36,22652,4359,93443,true
warmup,3,13,9067852413,foo,foo,21,42,5962,1469,108302,true
order,3,9,9135874206,[st][t-z]\b|[o-r][o-y]\b|[c-o][c-o][l-o]$,[st][t-z]\b|[o-r][o-y]\b|[c-o][c-o][l-o]$,19,40,164589,28314,114208,true
abba,3,13,9067852413,[f-t][t-z]h|,[f-t][t-z]h|,12,34,299118,46174,91802,true
warmup,3,14,2405681973,foo,foo,21,42,180957,29392,99614,true
abba,3,14,2405681973,[f-t][t-z]h|,[f-t][t-z]h|,12,34,285037,43174,92818,true
order,3,10,7095231486,[^h]ps|^[a-f][c-l]|o[st]|sd$,[^h]ps|^[a-f][c-l]|o[st]|sd$,20,41,527625,90411,106537,true
warmup,3,15,2738495106,foo|gxw,foo|gxw,21,42,15824,3047,105068,true
order,3,11,9842301657,^[a-o][c-o][c-t][e-t],^[a-o][c-o][c-t][e-t],20,41,525802,96474,109615,true
abba,3,15,2738495106,[^c](h|z|u)|^p|^v|ma|i[f-t]$\1,[^c](h|z|u)|^p|v|ma|i[f-t]$\#,19,41,301306,54862,118241,true
powers,1,11,9842301657,^x?x$,^x?x$,2,13,489591,455647,491414,true
warmup,3,16,1069782534,foo,foo,21,42,5902,1469,98552,true
order,3,12,2196735084,[c-l][^eu][op]|h^t|[st][t-z]\b,[c-l][^e-u][op]|h^t|[st][t-z]\b,18,39,194482,35736,108958,true
abba,3,16,1069782534,z|u[rst]|no|rs|^oc|[^c]h|t[a-e]|t$,z|u[rst]|no|rs|^oc|[^c]h|t[a-e]|t$,20,42,386967,73363,123146,true
warmup,3,17,3018795246,foo|l^,foo|l^,21,42,243755,39002,98943,true
order,3,13,9067852413,[o-t][o-y]\b|w^e|[a-d]e|mz|m$,[o-t][o-y]\b|w^e|[a-d]e|mz|m$,18,39,413487,75614,108912,true
abba,3,17,3018795246,[^]u|l^l|[mno][i-l][c-z]|c[rst],.u|l^l|[mno][i-l][c-z]|c[rst],17,39,363926,57816,94692,true
warmup,3,18,1736058429,foo,foo,21,42,197262,32126,101380,true
abba,3,18,1736058429,[c-t][tu]z|,[c-t][tu]z|,14,36,162660,25970,93584,true
order,3,14,2405681973,^a[c-l]|ysyf|y[c-o][c-o]|[f-t][o-t][o-z]$,^a[c-l]|ysyf|y[c-o][c-o]|[f-t][o-t][o-z]$,19,40,553454,100756,115444,true
warmup,3,19,6087432195,foo,foo,21,42,45014,7781,89849,true
powers,1,12,2196735084,^xx(x*|$)\1\b,^xx(x*|$)\#\b,6,17,267367,194384,338110,true
abba,3,19,6087432195,^p|p[^]i|z|u|[c-s][c-s]t|y[f-t][t-z]$,^p|p[^]i|z|u|[c-s][c-s]t|y[f-t][t-z]$,17,39,210432,40002,128304,true
order,3,15,2738495106,t[o-z]\b|[o-r][o-y]\b|f[^d]n|[f-p]s|m$,t[o-z]\b|[o-r][o-y]\b|f[^d]n|[f-p]s|m$,18,39,552837,97646,108693,true
warmup,3,20,4925731068,foo,foo,21,42,311697,50674,96708,true
abba,3,20,4925731068,[u-y][f-t]z|,[u-y][f-t]z|,13,35,315027,48908,92255,true
order,3,16,1069782534,[^]g^n[st]t|[cde]e\B|t[t-z]\b|[f-s][o-t][o-y]\b,.g^n[st]t|[cde]e\B|t[t-z]\b|[f-s][o-t][o-y]\b,20,41,283600,52705,104506,true
warmup,3,21,3486027915,foo|^f$,foo|^f$,21,42,96976,15970,115552,true
abba,3,21,3486027915,[t-z]e|h[i-t]|\Bu,[t-z]e|h[i-t]|\Bu,15,37,225190,35111,93646,true
warmup,3,22,6941372580,foo,foo,21,42,195195,32298,100317,true
order,3,17,3018795246,gw|^[abc][cde][c-l]|nbf[o-y]t|[f-t][o-t][o-z]$,gw|^[abc][cde][c-l]|nbf[o-y]t|[f-t][o-t][o-z]$,20,41,378469,76785,136616,true
abba,3,22,6941372580,[f-t][t-z]h|,[f-t][t-z]h|,12,34,337720,52565,90552,true
warmup,3,23,1068243795,[fg]oo,[fg]oo,21,42,302434,49830,95880,true
powers,1,13,9067852413,^xx(x*)\1\b|\bxx?$\1,^xx(x*)\1\b|\bxx?$\#,7,18,187781,75129,395503,true
order,3,18,1736058429,^[abc][cde][c-l]|hz|[f-t][o-y][o-z]$,^[abc][cde][c-l]|hz|[f-t][o-y][o-z]$,20,41,375363,66785,105365,true
abba,3,23,1068243795,it|yt|z|u|h[i-t][a-p],it|yt|z|u|h[i-t][a-p],17,39,363172,61253,100676,true
warmup,3,24,1764028593,foo|w,foo|w,21,42,298777,51783,106458,true
order,3,19,6087432195,t[o-z]\b|[o-r][o-y]\b|l^p|[f-p]s|m$,t[o-z]\b|[o-r][o-y]\b|l^p|[f-p]s|m$,17,38,562463,99927,111990,true
abba,3,24,1764028593,[^]v|u|ol[t-z]h|[yz]\B,.v|u|ol[t-z]h|[yz]\B,13,35,529445,81098,93646,true
powers,1,14,2405681973,^x$|(^x*x?)\1$,^x$|(^x*x?)\#$,7,18,444057,147382,188493,true
warmup,3,25,3857069214,foo|dje$,foo|dje$,21,42,59012,10235,106443,true
order,3,20,4925731068,op|d[^h]t|^[a-g][c-o][c-t][e-t]|lh,op|d[^h]t|^[a-g][c-o][c-t][e-t]|lh,21,42,184434,33142,107709,true
abba,3,25,3857069214,u$|m[^]n|mo|[f-t](b|h|u)|t$\1,u$|m.n|mo|[f-t](b|h|u)|t$\#,19,41,284011,55971,119959,true
warmup,3,26,9125784630,[fg]oo,[fg]oo,21,42,11751,2453,98582,true
order,3,21,3486027915,[f-o][o-t][p-t]|[abc][c-h],[f-o][o-t][p-t]|[abc][c-h],19,40,70732,12219,108303,true
abba,3,26,9125784630,[c-t][tuv]z|,[c-t][tuv]z|,15,37,106425,16766,99130,true
warmup,3,27,7914823056,[fg]oo,[fg]oo,21,42,426777,74519,102817,true
order,3,22,6941372580,^[a-o][c-o][c-t][e-t],^[a-o][c-o][c-t][e-t],20,41,464255,85755,109318,true
abba,3,27,7914823056,[^a][tuv]z||cds,[^a][tuv]z||cds,15,37,18844,3797,93349,true
warmup,3,28,1258360497,foo,foo,21,42,229079,36299,91646,true
powers,1,15,2738495106,^x?x$,^x?x$,2,13,599682,347720,347861,true
order,3,23,1068243795,[st][t-z]\b|[o-r][o-y]\b|m\b,[st][t-z]\b|[o-r][o-y]\b|m\b,17,38,401469,68160,102990,true
abba,3,28,1258360497,^r|ls|[^aotn][tu]|ur|z,^r|ls|[^aotn][tu]|ur|z,19,41,480523,77536,102584,true
warmup,3,29,7965023841,foo,foo,21,42,501148,78395,93661,true
abba,3,29,7965023841,^oc[a-i]|u[rst]|[a-t]h[i-u]|[mno]i[c-z]|u[t-z]$,^oc[a-i]|u[rst]|[a-t]h[i-u]|[mno]i[c-z]|u[t-z]$,18,40,454358,85817,112756,true
order,3,24,1764028593,^[abc][c-l]|o[o-y][t-z]|tp$|[f-p][o-s]s|[t-z]y$,^[abc][c-l]|o[o-y][t-z]|tp$|[f-p][o-s]s|[t-z]y$,20,41,471316,86240,116116,true
warmup,5,1,4105328976,foo,foo,21,42,414475,66098,93631,true
abba,5,1,4105328976,[t-z]e|h|u[rst],[t-z]e|h|u[rst],13,35,314921,48565,91302,true
